Date,ANET,CRWD,LWMHF,LLY,CEG,NVDA.NE,LRLCF,MRU.TO,SSB,COP,TMUS,BIIB,TSM,DOL.TO,NKE
2/29/2024,277.540009,324.149994,915,753.679993,168.449997,78,479.640015,73.449997,84.040001,112.540001,163.300003,216.990005,128.669998,104.260002,103.93
3/1/2024,287.73999,314.600006,924.659973,782.119995,169.990005,80.870003,479.730011,72.510002,82.309998,114.239998,163.369995,220.949997,133.899994,102.660004,101.879997
3/4/2024,287.940002,313.809998,916,792.280029,175.990005,81.489998,479.869995,72.660004,82.300003,111.639999,163.339996,221.020004,138.259995,102.769997,99.540001
3/5/2024,280.470001,297.559998,896.159973,777.590027,176.770004,84,473.600006,73.07,84.970001,111.220001,165.899994,217.229996,134.970001,104.889999,98.309998
3/6/2024,284.5,329.570007,908,779.77002,179.979996,87.800003,481.5,74.309998,83.940002,111.989998,167.419998,217.559998,141.570007,102.900002,97.629997
3/7/2024,286.480011,329.679993,919.950012,780.159973,179.580002,82.900002,488.670013,74,83.769997,112.739998,164.389999,219.360001,149.199997,102.690002,98.190002
3/8/2024,273.109985,322.850006,919.669983,762.140015,170.570007,81.300003,488.670013,74.080002,83.779999,113,163.990005,223.240005,146.369995,103.660004,99.160004
3/11/2024,271.019989,317.369995,928.400024,734.369995,167.910004,86.980003,486.5,74.480003,83.470001,115.25,164.759995,230.070007,139.020004,104.93,101.080002
3/12/2024,281.859985,329.269989,938.609985,754.950012,168.369995,86,490.070007,74.620003,82.389999,115.019997,163.679993,227.360001,144.399994,104.989998,100.18
3/13/2024,280.709991,332.170013,950.820007,757.840027,167.860001,83.269997,495.200012,74.120003,81.980003,117.550003,164.089996,226.559998,142.139999,104.540001,101.360001
3/14/2024,284.019989,328.589996,952,760.72998,164.639999,83.18,494.100006,73.919998,80.260002,119.779999,162.860001,219.619995,139.619995,105.32,100.260002
3/15/2024,277.730011,315.649994,944.5,754.169983,165.520004,83.790001,482.600006,73.510002,79.989998,120.040001,161.809998,219.309998,136.979996,104.919998,99.639999
3/18/2024,289.320007,321.059998,935,762.659973,168.839996,84.57,479.619995,73.389999,79.260002,120.260002,161.149994,219.399994,136.639999,105.739998,98.739998
3/19/2024,286.920013,320.859985,905,772.780029,172.410004,85.440002,477.299988,72.889999,79.559998,122.019997,160.740005,218.630005,134.869995,105.150002,99.959999
3/20/2024,296.579987,326.869995,932,772.859985,175.710007,86.489998,466.910004,72.559998,82.309998,121.910004,161.160004,218.149994,136.75,103.889999,100.269997
3/21/2024,304.600006,329.459991,913.219971,770.26001,174.130005,89.239998,470.899994,72.480003,83.330002,123.510002,160.929993,220.75,139.449997,101.32,100.82
3/22/2024,306.420013,327.579987,895.859985,770.609985,178.240005,89.989998,465,72.349998,81.419998,123.029999,160.610001,218.100006,140.539993,101.470001,93.860001
3/25/2024,305.5,324.76001,892.109985,773.140015,187.259995,87.650002,475,73.129997,81.07,126.230003,161.119995,216.690002,140.229996,103.050003,93.75
3/26/2024,297.829987,330.01001,885.01001,774.900024,185.410004,85.349998,469.170013,73.129997,80.940002,125.989998,161.100006,212.020004,138.839996,104.650002,92.580002
3/27/2024,288.410004,322.25,899.409973,778.179993,184.889999,85.540001,475.700012,72.720001,84.129997,126.839996,162.009995,216.339996,136.690002,103.190002,94.129997
3/28/2024,289.980011,320.589996,904.030029,777.960022,184.850006,85.459999,475.600006,72.610001,85.029999,127.279999,163.220001,215.630005,136.050003,102.25,93.980003
4/1/2024,299.75,319.589996,902,760.549988,185.979996,84.669998,480,71.699997,83.209999,128.679993,162.669998,214.830002,141.490005,101.790001,92.559998
4/2/2024,290.850006,319.549988,888.539978,763.960022,188.130005,84.080002,464.609985,71.120003,80.870003,130.669998,162.080002,207.639999,140.220001,100.360001,90.949997
4/3/2024,298.790009,320.040009,883.130005,775.98999,190.259995,81.300003,458.049988,69.82,80.010002,131.630005,163.259995,206.380005,142,110.370003,90.330002
4/4/2024,288.769989,309.190002,871.580017,768.080017,183.110001,83.260002,451.399994,71.059998,80.080002,131.75,161.610001,205.300003,139.660004,114.5,89.07
4/5/2024,297.600006,315.5,872.349976,784.210022,193.080002,82.349998,447.790009,71.129997,81.389999,133.520004,161.110001,203.869995,141.360001,111.529999,88.839996
4/8/2024,297.380005,313.730011,880.049988,777.289978,191.979996,80.699997,445.75,71.699997,82.5,132.419998,160.899994,204.949997,142.789993,109.970001,90
4/9/2024,294.75,310.769989,866.219971,757.23999,188.100006,82.400002,449.410004,71.059998,82.739998,132.25,161,206.520004,145.399994,111.639999,91
4/10/2024,288.220001,312.529999,852.599976,761.97998,191.080002,85.650002,444.369995,70.690002,78.709999,132.820007,160.380005,201.550003,146.220001,112.949997,89
4/11/2024,296.579987,317.799988,857.080017,759.590027,192.880005,83.470001,447.899994,70.610001,79.080002,132.919998,160.690002,203.679993,147.199997,112.050003,92
4/12/2024,271.220001,309.049988,830.299988,751.640015,191.669998,81.300003,443.799988,70.860001,78.559998,131.199997,160.050003,198.179993,142.520004,112.589996,92
4/15/2024,263.200012,299.5,841.75,750.77002,185.399994,82.68,440.179993,70.410004,78.010002,130.25,159.820007,196.800003,140.139999,111.599998,93.099998
4/16/2024,262.76001,299.149994,855.049988,746.73999,186.649994,79.519997,434.339996,70.510002,76.449997,129.529999,159.789993,195.149994,139.800003,113.43,93.389999
4/17/2024,259.269989,293.690002,858,750.77002,185.399994,80.129997,445.700012,69.959999,76.089996,128.330002,160.089996,192.160004,139.029999,112.93,94.839996
4/18/2024,257.190002,294.100006,854,745.950012,183.860001,72.080002,457.049988,69.699997,76.519997,127.809998,160.850006,190.520004,132.270004,112.800003,95.739998
4/19/2024,246.089996,282.640015,848.049988,726.309998,180.899994,75.220001,472.179993,69.57,78.330002,129.380005,162.330002,194.380005,127.699997,114.019997,94.529999
4/22/2024,245.470001,289.149994,851.890015,731.330017,183.220001,77.879997,479.980011,69.900002,79.25,129.330002,162.360001,194.110001,129.75,113.610001,94.190002
4/23/2024,251.179993,299.649994,862.400024,745.690002,188.25,75.309998,480.25,70.279999,79.839996,129.839996,163.25,193.179993,133.429993,115.57,94.019997
4/24/2024,254.770004,297.619995,859.75,732.200012,186.160004,78.059998,485,70.949997,80.139999,129.279999,164.179993,201.990005,132.970001,117,94.639999
4/25/2024,264.76001,298.019989,837,724.869995,188.009995,82.980003,455.700012,70.919998,78.959999,130.110001,164.050003,202.460007,136.580002,115.620003,93.940002
4/26/2024,264.700012,304.070007,844.849976,733.51001,188.369995,82.959999,460,70.900002,77.949997,130.240005,163.960007,208.899994,138.300003,116.309998,94.120003
4/29/2024,263.670013,304.040009,838.450012,737.200012,188.610001,81.650002,461.850006,70.419998,77.080002,130.220001,164.25,215.5,138.5,114.839996,94.059998
4/30/2024,256.559998,292.540009,826,781.099976,185.940002,78.699997,465.190002,70.260002,75.699997,125.620003,164.169998,214.820007,137.339996,115.169998,92.260002
5/1/2024,255.210007,295.440002,822.330017,776.75,184.559998,81.019997,464.799988,71.540001,77.279999,124.339996,165.470001,216.130005,134.940002,115.269997,90.339996
5/2/2024,261.859985,303.540009,825.48999,755.909973,186.179993,83.75,463.649994,72.330002,78.25,122.25,164.910004,213.509995,136.229996,116.699997,92.410004
5/3/2024,274.399994,310.209991,841,734.969971,194.860001,87,470.25,72.75,78.57,122.230003,164.600006,217.509995,141.559998,117.860001,92.150002
5/6/2024,278.820007,317.809998,841.799988,766.679993,197.699997,85.489998,473.570007,72.550003,80.300003,123.550003,162.369995,221.419998,142.830002,118.760002,93.360001
5/7/2024,273.98999,312.549988,853,777.77002,200.559998,85.330002,476.100006,73.269997,80.650002,123.540001,162.190002,218.919998,141.110001,119.870003,93.779999
5/8/2024,291.670013,313.76001,846.809998,775,208,83.769997,476.910004,72.720001,80.82,123.059998,162.830002,219.720001,143.600006,118.730003,93.589996
5/9/2024,296.070007,317.940002,849.669983,771.549988,215.910004,84.910004,478.899994,74.080002,80.629997,123.389999,164.679993,222.75,142.789993,118.32,93.389999
5/10/2024,314.029999,320.76001,850,760,214.929993,85.360001,486.980011,73.620003,81.160004,121.910004,164.199997,221.5,149.259995,120.389999,90.940002
5/13/2024,309.869995,319.179993,844.400024,757.700012,213.589996,86.269997,489.019989,73.589996,80.110001,121.589996,163.350006,225.339996,146.410004,120.370003,92.720001
5/14/2024,313.660004,329.549988,858.309998,763.97998,217.740005,89.269997,490.420013,73.559998,81.080002,121.040001,162.410004,226.880005,151.949997,121.400002,92.790001
5/15/2024,326.029999,343.119995,856.98999,787.02002,223.309998,89.120003,493.859985,74.400002,81.400002,120.699997,162.679993,235.320007,155.580002,122.279999,91.669998
5/16/2024,320.089996,339.059998,851.559998,771.119995,216.339996,87.360001,500,74.709999,80.410004,119.830002,163.580002,230.039993,152.229996,122.760002,91.769997
5/17/2024,319.890015,345.929993,854.130005,770,213.110001,89.970001,490.339996,74.050003,80.849998,121.709999,164,230.570007,151.679993,123.769997,92.18
5/20/2024,319.390015,348.75,845,783.179993,215.070007,89.599998,490.48999,73.970001,79.870003,120.889999,163.899994,231.580002,153.550003,124.349998,91.769997
5/21/2024,316.98999,349.320007,832.72998,803.169983,222.589996,98.029999,479.940002,74.290001,79.510002,120.410004,164.360001,227.690002,153.669998,123.980003,92.82
5/22/2024,316.5,345.420013,812.679993,802.909973,220.110001,100.389999,495.619995,74.559998,78.25,118.190002,165.5,225.210007,156.149994,124.230003,92.5
5/23/2024,301.420013,342.350006,804.659973,808.450012,221.160004,104.800003,483.079987,73.959999,76.199997,117.650002,164.970001,218.059998,157.089996,124.129997,91.400002
5/24/2024,306.549988,351.470001,815.25,807.429993,230.630005,107.790001,480.220001,73,77.190002,117.25,166,217.809998,160,122.800003,91.75
5/28/2024,307.48999,346.820007,804.369995,807.859985,231.270004,108.269997,493.869995,73.339996,77.370003,118.959999,167.309998,218.729996,159.410004,122.730003,92
5/29/2024,308.309998,349.519989,784,811.530029,220.740005,104.440002,472.540009,73.529999,74.580002,115.25,168.880005,214.410004,154.339996,123.769997,91.669998
5/30/2024,303.660004,315.920013,795,815.059998,224.960007,103.510002,486.940002,72.629997,76.599998,113.580002,170.699997,220.070007,152.960007,129,93.449997
5/31/2024,297.649994,313.670013,798.369995,820.340027,217.25,108.5,479.640015,72.900002,77.309998,116.480003,174.960007,224.940002,151.039993,125.790001,95.050003
6/3/2024,296.390015,308.690002,803.5,831.26001,208.259995,109.940002,487.980011,74.849998,76.139999,113.870003,173.080002,229.800003,154.949997,126.959999,94.400002
6/4/2024,293.179993,305.579987,802,832.590027,203.139999,115.550003,494.200012,75.730003,74.910004,112.269997,177.910004,234.130005,152.470001,127.779999,94.739998
6/5/2024,297.559998,342.179993,822.349976,831.76001,209.330002,114.269997,497.200012,75.57,74.610001,112.230003,180.270004,236.720001,162.919998,126.720001,94.32
6/6/2024,296.570007,340.48999,831.590027,837.289978,202.600006,114.040001,492.200012,75.190002,74.529999,112.199997,179.770004,231.990005,162.070007,127.120003,95.720001
6/7/2024,296.790009,349.119995,823,849.98999,198,115.120003,481.549988,74.370003,73.839996,112,179.820007,225.429993,164.389999,126.75,96.550003
6/10/2024,297.579987,374.570007,807.080017,865,214.630005,114.099998,479.109985,74.089996,72.809998,113.300003,180.690002,225.979996,168.160004,125.68,96
6/11/2024,304.769989,384.630005,796.340027,865.820007,218.309998,118.080002,478.839996,74.419998,71.989998,113.629997,178.399994,225.740005,165.710007,120.540001,95.870003
6/12/2024,311.329987,387.369995,792.400024,867.299988,218.130005,122.059998,500,74.349998,73.389999,112.190002,173.789993,230.630005,172.979996,121.580002,93.68
6/13/2024,331.670013,382.809998,787,883.330017,219.929993,124.540001,493.329987,73.989998,72.199997,110.889999,175.110001,233.839996,172.910004,123.849998,94.18
6/14/2024,328.5,385.434998,764.75,878.450012,214.899994,123.660004,467,73.779999,71.300003,109.389999,175.990005,231.690002,172.509995,123.050003,93.389999
6/17/2024,340.079987,390.429993,776,885.01001,212.020004,127.919998,471.959991,73.900002,72.690002,109.540001,177.380005,226.460007,177.240005,124.050003,95
6/18/2024,340.339996,389.51001,762,891.460022,220.410004,132.300003,479.23999,73,73.059998,109.410004,177.610001,223.649994,179.690002,123.470001,94.779999
6/20/2024,340.190002,382.140015,764.210022,885.98999,222.309998,123.470001,479.679993,73.480003,72.870003,111.330002,176.440002,225.580002,175.380005,122.699997,95.57
6/21/2024,337.359985,380.630005,765,883.880005,218.130005,119.57,472.200012,74.07,72.830002,111.339996,176.729996,224,173.960007,124.029999,97.18
6/24/2024,329.209991,377.929993,781,890.109985,216.100006,111.489998,474.230011,75.529999,74.370003,115.169998,177.949997,226.600006,167.809998,126.059998,97.169998
6/25/2024,334.529999,386.76001,795.25,904.609985,222.369995,119.18,466.390015,75.790001,73.529999,114.989998,177.630005,223.190002,172.600006,123.489998,94.75
6/26/2024,334.700012,380.369995,783.409973,901.26001,210.309998,119.339996,472.350006,75.849998,73.5,113.610001,176.309998,224.460007,172.070007,123,94.059998
6/27/2024,347.929993,387.290009,771.059998,909.039978,204.779999,116.889999,468.829987,76.029999,74.489998,113.970001,177.419998,228.720001,171.630005,125.849998,94.190002
6/28/2024,350.480011,383.190002,768.799988,905.380005,200.270004,116.5,441.899994,75.790001,76.419998,114.379997,176.179993,231.820007,173.809998,124.910004,75.370003
7/1/2024,356.700012,392.149994,765,914.369995,205.050003,115.699997,440.279999,77.110001,75.800003,114.360001,179.080002,231.770004,172.330002,126.18,76.830002
7/2/2024,357.01001,385.049988,766.049988,906.710022,206.149994,120.300003,431.48999,77.459999,77.160004,114.120003,179.979996,228.820007,175.699997,127,76.040001
7/3/2024,365.420013,387.179993,774.659973,898.099976,210.070007,120.75,436.459991,77.529999,76.019997,114.769997,178.460007,224.610001,182.490005,127.379997,75.239998
7/5/2024,366.140015,389.679993,776.400024,914.570007,211.289993,118.75,437,77.459999,75.470001,112.550003,179.240005,225.649994,183.990005,127.099998,75.43
7/8/2024,371.070007,390.709991,754.859985,918,215.729996,120.809998,435.75,78.650002,75.480003,112.230003,179.169998,228.070007,186.630005,128.759995,73.050003
